method,scenario_id,stage_id,recorded_at,role,strategy_id,population_share
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,attacker,A1_sensor_probe_sen4,0.25239958650778627
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,attacker,A2_sensor_http_abuse_sen4,0.38066715908988813
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36693325440232566
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,defender,D0_observe,0.3659864687227094
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,defender,D1_quarantine_sen4,0.374857195186449
baseline_game,sen4_edge2_clouddb,10,2026-06-24T03:22:53.042145+00:00,defender,D2_rate_limit_sen4,0.2591563360908416
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,attacker,A1_sensor_probe_sen4,0.2536044697149012
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,attacker,A2_sensor_http_abuse_sen4,0.38014804878971026
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36624748149538866
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,defender,D0_observe,0.3662666892095947
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,defender,D1_quarantine_sen4,0.3745138779433371
baseline_game,sen4_edge2_clouddb,11,2026-06-24T03:45:08.027982+00:00,defender,D2_rate_limit_sen4,0.25921943284706817
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,attacker,A1_sensor_probe_sen4,0.25481273032064305
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,attacker,A2_sensor_http_abuse_sen4,0.3796271889875519
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3655600806918052
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,defender,D0_observe,0.3665480682655814
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,defender,D1_quarantine_sen4,0.37416973357489747
baseline_game,sen4_edge2_clouddb,12,2026-06-24T03:46:21.212768+00:00,defender,D2_rate_limit_sen4,0.25928219815952114
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,attacker,A1_sensor_probe_sen4,0.25602435614054203
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,attacker,A2_sensor_http_abuse_sen4,0.37910458422430066
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3648710596351574
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,defender,D0_observe,0.36683060967304604
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,defender,D1_quarantine_sen4,0.3738247604166292
baseline_game,sen4_edge2_clouddb,13,2026-06-24T03:46:40.948003+00:00,defender,D2_rate_limit_sen4,0.2593446299103247
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,attacker,A1_sensor_probe_sen4,0.25723933478458977
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,attacker,A2_sensor_http_abuse_sen4,0.37858023914068806
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3641804260747221
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,defender,D0_observe,0.367114317204829
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,defender,D1_quarantine_sen4,0.3734789568214422
baseline_game,sen4_edge2_clouddb,14,2026-06-24T03:46:47.178399+00:00,defender,D2_rate_limit_sen4,0.2594067259737287
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,attacker,A1_sensor_probe_sen4,0.25845765365720563
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,attacker,A2_sensor_http_abuse_sen4,0.37805415847740476
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36348818786538956
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,defender,D0_observe,0.3673991946239906
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,defender,D1_quarantine_sen4,0.37313232115986855
baseline_game,sen4_edge2_clouddb,15,2026-06-26T01:55:08.621783+00:00,defender,D2_rate_limit_sen4,0.25946848421614077
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,attacker,A1_sensor_probe_sen4,0.2596792999572278
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,attacker,A2_sensor_http_abuse_sen4,0.3775263470752033
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36279435296756884
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,defender,D0_observe,0.36768524568356664
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,defender,D1_quarantine_sen4,0.3727848518202742
baseline_game,sen4_edge2_clouddb,16,2026-06-26T01:55:51.393863+00:00,defender,D2_rate_limit_sen4,0.2595299024961591
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,attacker,A1_sensor_probe_sen4,0.26090426067792977
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,attacker,A2_sensor_http_abuse_sen4,0.37699680987499024
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36209892944707994
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,defender,D0_observe,0.3679724741263222
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,defender,D1_quarantine_sen4,0.3724365472090711
baseline_game,sen4_edge2_clouddb,17,2026-06-26T02:21:14.061485+00:00,defender,D2_rate_limit_sen4,0.2595909786646066
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,attacker,A1_sensor_probe_sen4,0.2621325226070617
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,attacker,A2_sensor_http_abuse_sen4,0.3764655519179062
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.361401925475032
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,defender,D0_observe,0.3682608836845054
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,defender,D1_quarantine_sen4,0.37208740575092897
baseline_game,sen4_edge2_clouddb,18,2026-06-26T02:21:21.648082+00:00,defender,D2_rate_limit_sen4,0.25965171056456565
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,attacker,A1_sensor_probe_sen4,0.2633640723269181
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,attacker,A2_sensor_http_abuse_sen4,0.37593257834539395
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.36070334932768794
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,defender,D0_observe,0.36855047807959895
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,defender,D1_quarantine_sen4,0.3717374258889872
baseline_game,sen4_edge2_clouddb,19,2026-06-26T03:00:55.933084+00:00,defender,D2_rate_limit_sen4,0.2597120960314139
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,attacker,A1_sensor_probe_sen4,0.26459889621443017
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,attacker,A2_sensor_http_abuse_sen4,0.37539789439925464
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3600032093863152
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,defender,D0_observe,0.36884126102207204
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,defender,D1_quarantine_sen4,0.371386606085067
baseline_game,sen4_edge2_clouddb,20,2026-06-26T03:01:23.997114+00:00,defender,D2_rate_limit_sen4,0.259772132892861
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,attacker,A1_sensor_probe_sen4,0.2658369804412848
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,attacker,A2_sensor_http_abuse_sen4,0.37486150542169216
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3593015141370231
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,defender,D0_observe,0.36913323621113026
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,defender,D1_quarantine_sen4,0.37103494481988325
baseline_game,sen4_edge2_clouddb,21,2026-06-26T03:24:57.496624+00:00,defender,D2_rate_limit_sen4,0.25983181896898655
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,attacker,A1_sensor_probe_sen4,0.2670783109740689
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,attacker,A2_sensor_http_abuse_sen4,0.3743234168553454
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3585982721705857
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,defender,D0_observe,0.3694264073344652
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,defender,D1_quarantine_sen4,0.37068244059325633
baseline_game,sen4_edge2_clouddb,22,2026-06-26T03:25:06.711702+00:00,defender,D2_rate_limit_sen4,0.25989115207227853
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,attacker,A2_sensor_http_abuse_sen4,0.513336981821632
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.48666301817836805
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,defender,D0_observe,0.2553148726554676
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,defender,D1_quarantine_sen4,0.2701036992602586
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,defender,D2_rate_limit_sen4,0.1863957803446957
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14406729790518463
baseline_game,sen4_edge2_clouddb,23,2026-06-26T03:34:43.947177+00:00,defender,D4_isolate_edge2_vm_s4,0.14411834983439348
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,attacker,A2_sensor_http_abuse_sen4,0.5159186177850978
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.48408138221490216
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,defender,D0_observe,0.24692503964211954
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,defender,D1_quarantine_sen4,0.27543195043924973
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,defender,D2_rate_limit_sen4,0.1870818643926732
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.1452291305757753
baseline_game,sen4_edge2_clouddb,24,2026-06-26T03:35:17.305982+00:00,defender,D4_isolate_edge2_vm_s4,0.14533201495018228
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,attacker,A1_sensor_probe_sen4,0.2512192295411122
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,attacker,A2_sensor_http_abuse_sen4,0.3863892575279644
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3623915129309234
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,defender,D0_observe,0.34832885651786927
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,defender,D1_quarantine_sen4,0.3878958639118372
baseline_game,sen4_edge2_clouddb,25,2026-06-29T01:37:31.328030+00:00,defender,D2_rate_limit_sen4,0.26377527957029356
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,attacker,A1_sensor_probe_sen4,0.2524420024229185
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,attacker,A2_sensor_http_abuse_sen4,0.3858377355711727
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3617202620059089
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,defender,D0_observe,0.34860204523818117
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,defender,D1_quarantine_sen4,0.3875517062374809
baseline_game,sen4_edge2_clouddb,26,2026-06-29T01:37:45.342203+00:00,defender,D2_rate_limit_sen4,0.26384624852433797
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,attacker,A1_sensor_probe_sen4,0.2536683065106822
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,attacker,A2_sensor_http_abuse_sen4,0.3852844022470304
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3610472912422875
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,defender,D0_observe,0.348876401413595
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,defender,D1_quarantine_sen4,0.387206692839378
baseline_game,sen4_edge2_clouddb,27,2026-06-29T01:38:12.863369+00:00,defender,D2_rate_limit_sen4,0.2639169057470271
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,attacker,A1_sensor_probe_sen4,0.25489812944956747
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,attacker,A2_sensor_http_abuse_sen4,0.38472926244172934
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3603726081087033
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,defender,D0_observe,0.3491519290555457
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,defender,D1_quarantine_sen4,0.3868608218343937
baseline_game,sen4_edge2_clouddb,28,2026-06-29T01:40:51.830199+00:00,defender,D2_rate_limit_sen4,0.26398724911006066
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,attacker,A1_sensor_probe_sen4,0.25613145866450837
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,attacker,A2_sensor_http_abuse_sen4,0.38417232114921834
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3596962201862734
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,defender,D0_observe,0.3494286321674413
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,defender,D1_quarantine_sen4,0.3865140913563475
baseline_game,sen4_edge2_clouddb,29,2026-06-29T01:40:59.825211+00:00,defender,D2_rate_limit_sen4,0.26405727647621124
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,attacker,A1_sensor_probe_sen4,0.25736828136010464
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,attacker,A2_sensor_http_abuse_sen4,0.38361358347133834
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3590181351685571
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,defender,D0_observe,0.34970651474441494
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,defender,D1_quarantine_sen4,0.3861664995562377
baseline_game,sen4_edge2_clouddb,30,2026-06-29T01:41:27.477274+00:00,defender,D2_rate_limit_sen4,0.2641269856993474
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,attacker,A1_sensor_probe_sen4,0.2586085845205449
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,attacker,A2_sensor_http_abuse_sen4,0.38305305461794453
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3583383608615106
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,defender,D0_observe,0.349985580773076
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,defender,D1_quarantine_sen4,0.3858180446024664
baseline_game,sen4_edge2_clouddb,31,2026-06-29T01:44:27.258397+00:00,defender,D2_rate_limit_sen4,0.26419637462445766
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,attacker,A2_sensor_http_abuse_sen4,0.5192321416429134
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4807678583570865
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,defender,D0_observe,0.24170466983821556
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,defender,D1_quarantine_sen4,0.2809472562267681
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,defender,D2_rate_limit_sen4,0.18935520267187242
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14397100207741897
baseline_game,sen4_edge2_clouddb,32,2026-06-29T01:46:40.096630+00:00,defender,D4_isolate_edge2_vm_s4,0.1440218691857249
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,attacker,A2_sensor_http_abuse_sen4,0.5217693423242956
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4782306576757044
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,defender,D0_observe,0.2335959096255786
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,defender,D1_quarantine_sen4,0.2863033871093322
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,defender,D2_rate_limit_sen4,0.18992534042892129
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14503645894638922
baseline_game,sen4_edge2_clouddb,33,2026-06-29T01:46:53.520838+00:00,defender,D4_isolate_edge2_vm_s4,0.1451389038897788
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,attacker,A2_sensor_http_abuse_sen4,0.5242797596323311
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4757202403676689
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,defender,D0_observe,0.22566578595951511
